1.255388386118017223e+02,1.435339681051144112e+02,1.335402561027947002e+02,1.256065284927499306e+02,1.413647763765783338e+02,1.053612832116237996e+02,1.541752249876743406e+02,1.070046727951634864e+02
1.035857133006284840e+02,2.292618590171509538e+02,1.506950563223624897e+02,1.743473544393490329e+02,1.613071604114336992e+02,1.509205088780182962e+02,1.753539278145773324e+02,1.266056870760551618e+02
1.027861858422619008e+02,2.220360331117451835e+02,1.436697602141800871e+02,1.620123452086290854e+02,1.051189802081431850e+02,7.891767862779543918e+01,1.548450838741740654e+02,1.139912277326637167e+02
8.246211251235321527e+01,2.260353954583219718e+02,1.237941840313994675e+02,1.528692251566678237e+02,1.520855022676389012e+02,1.400714103591450339e+02,1.484082207965583109e+02,1.018331969448077388e+02
1.082958909654470716e+02,2.170368632283465331e+02,1.418203088418580364e+02,1.581138830084189806e+02,1.599062225180746282e+02,1.482228052628879311e+02,1.474923726841493306e+02,1.222497443760108666e+02
1.052235715037272428e+02,2.280898945591408733e+02,1.538343264684446297e+02,1.745451231057459154e+02,1.631103920662322366e+02,1.537335357038274708e+02,1.720377865470257746e+02,1.263170613971050216e+02
9.541488353501250685e+01,2.160856311743101514e+02,1.294681427996864329e+02,1.487178536692888144e+02,1.362424309824219222e+02,1.296919426949878016e+02,1.412090648648308218e+02,1.002447006080620753e+02
5.197114584074513033e+01,1.986680648720372346e+02,1.334616049656229677e+02,1.742440816785465358e+02,1.415980225850629495e+02,1.363121417922849616e+02,1.542076522096098756e+02,1.231787319304757204e+02
9.121951545584968812e+01,2.102022835270825567e+02,1.272635061594642707e+02,1.431782106327635233e+02,1.407302383995706805e+02,1.271298548728818503e+02,1.435862110371326708e+02,9.701546268507922832e+01
8.154140052758475576e+01,2.004819193842676555e+02,1.442012482608940616e+02,1.643441510976280426e+02,1.223315167894193962e+02,9.631718434422799646e+01,1.634441800738099175e+02,1.070794097854484761e+02
7.375635565834309659e+01,1.697115199389835141e+02,1.164989270336855895e+02,1.296533840669035555e+02,1.273145710435376685e+02,1.153949738940132477e+02,1.240161279834199632e+02,7.349829930005184053e+01
8.981091247727081850e+01,2.097736875778275589e+02,1.530555454728772702e+02,1.686712779343299928e+02,1.714934401077778716e+02,1.423376267892646752e+02,1.730462365958878763e+02,1.181905241548576981e+02
3.700121619622792650e+02,1.059905656178888336e+02,1.114001795330689788e+02,1.014347080638575136e+02,1.475974254518011435e+02,1.460000000000000000e+02,2.224072840533780777e+02,1.843908891458577557e+02
8.905054744357273933e+01,2.120495225177364205e+02,1.475127113166861932e+02,1.599062225180746282e+02,1.592136928784707379e+02,1.380326048439280839e+02,1.583982323133689647e+02,1.194026800369237975e+02
1.038123306741545093e+02,2.300630348404540939e+02,1.528397853963423927e+02,1.752854814295810399e+02,1.534438007871285663e+02,1.436941195734884502e+02,1.715633993601199450e+02,1.264001582277490598e+02
8.062257748298549132e+01,1.955428341821811671e+02,1.262893503031827294e+02,1.400642709615839294e+02,1.329661611087572908e+02,1.070700705145933824e+02,1.374627222195166496e+02,8.930845424706443225e+01
7.810249675906653977e+01,2.185497654997598147e+02,1.144770719401924595e+02,1.362974687952788031e+02,1.288177006470772312e+02,1.192392552811363373e+02,1.338095661752178387e+02,1.013903348450926103e+02
9.588013350011564739e+01,2.210542919737140153e+02,1.426359001093343295e+02,1.556663097783203682e+02,1.500033332962971144e+02,1.432654878189440240e+02,1.566269453191244452e+02,1.189285499785480482e+02
1.092886087385140002e+02,2.351701511671921310e+02,1.410141836837699145e+02,1.525319638633162072e+02,1.574579308894918768e+02,1.343502884254440346e+02,1.531012736720371095e+02,1.081665382639196764e+02
8.895504482602434848e+01,2.369662423215593776e+02,1.471665722914004562e+02,1.734041521994211053e+02,1.639329131077710144e+02,1.509436981129056505e+02,1.668172652934941311e+02,1.176307782852770174e+02
8.386894538504702723e+01,2.355440510817456357e+02,1.306330739131556982e+02,1.583824485225556771e+02,1.474109900923265570e+02,1.378767565617932576e+02,1.430873858870864979e+02,1.070046727951634864e+02
1.088531120363584250e+02,2.293141949378624815e+02,1.415344481036330535e+02,1.547384890710775949e+02,1.586001261033546541e+02,1.293135723735138356e+02,1.534177303964571024e+02,1.070794097854484761e+02
9.751410154434076105e+01,2.266384786394402227e+02,1.033682736626669225e+02,1.172390719854093675e+02,1.254312560727987034e+02,9.798979538707078518e+01,1.626898890527619699e+02,1.111980215651339705e+02
9.492101980067428713e+01,2.005916249497969375e+02,1.304185569618066154e+02,1.480810588833021484e+02,1.506519166821318549e+02,1.297112177107284765e+02,1.484082207965583109e+02,1.035857133006284840e+02
1.118033988749894903e+01,1.251501598081280946e+02,1.112207826802167432e+02,1.142594513474584517e+02,8.517954892787091126e+01,7.755361048977668759e+01,3.058644511871231089e+02,2.627871048967205070e+02
8.628441342444185125e+01,1.978004044485248301e+02,1.294372434811557753e+02,1.476109752017105166e+02,1.500000000000000000e+02,1.301383878799795184e+02,1.517959156235766329e+02,1.015332457867865088e+02
1.104719987146064142e+02,2.198658682015014278e+02,1.408119313126554744e+02,1.546382876263184585e+02,1.371787155501902191e+02,1.153949738940132477e+02,1.541752249876743406e+02,1.070046727951634864e+02
8.949860334105778747e+01,1.982145302443794037e+02,1.316548517905815743e+02,1.504792344478134396e+02,1.534438007871285663e+02,1.336450522840258373e+02,1.548418548067672873e+02,1.000199980003998945e+02
9.217917335276987956e+01,2.092892734948449345e+02,1.229837387624884286e+02,1.518551941818257376e+02,1.579905060438759392e+02,1.390863041424280482e+02,1.502697574364183311e+02,9.135097153287424021e+01
8.988882021697692437e+01,2.015564437074637283e+02,1.200166655094199797e+02,1.484318025222357846e+02,1.571527918937490540e+02,1.364734406395618009e+02,1.580126577208294520e+02,8.910667763978185008e+01
